32	0x715a4f1e3a070b4b63be2c159e6bee4aa915ec32		2,348.3173044 0xBUTT	 0.01%
33	0x686fa45669635e3a98fbb8a7588c8b26f05a4b62		2,317.50874405 0xBUTT	 0.01%
34	0xbf173e4aca63f20b199ed229fe041149f7c51f02		2,298.20496406 0xBUTT	 0.01%
35	0xb2b3260d6f786e149bd7df844b4627b1f2bb49d4		2,263.29271442 0xBUTT	 0.01%
36	0x278a520fc5b4e2addc24d1f845f4c81d8471c7d9		2,254.94682432 0xBUTT	 0.01%
37	0x8cd78c559aa87ec2cda626d6f7099ab5edf40d6d		2,219.16472706 0xBUTT	 0.01%
38	0x2314b35ceb80da96e61376eb4ecc7d26dd3699f0		2,211.22236011 0xBUTT	 0.01%
39	0x0b2a85e71276b4af8a50d800ef48fa935d879391		2,211.17182796 0xBUTT	 0.01%
40	0xe45b05f9950d99e4f41c68d3fe445fbf09ce5f44		2,175.58217543 0xBUTT	 0.01%
41	0x87dac5558eecad077f0bfd6f81b782bf1b66f0fd		2,156.00 0xBUTT	 0.01%
42	0xcdae6e5d38605a4f428f2ed7c811a579d213bb97		2,058.00 0xBUTT	 0.01%
43	0x69eaa84ec53bcf1d39a6f698c166f69da5b7e62b		2,058.00 0xBUTT	 0.01%
44	0x8ed2d17aad23e3d8074fc1b2a8f66a02d347103d		2,058.00 0xBUTT	 0.01%
45	0x1891f7dafeb82763537513a55beb6ea299128863		2,058.00 0xBUTT	 0.01%
46	0x18c6ea56ef522976293a1e4950059f8cc05ea154		2,058.00 0xBUTT	 0.01%
47	0x877cb79dbb4ea5a34d4ea69d1047e4a910edee3d		2,058.00 0xBUTT	 0.01%
48	0xcf2a428239162be126f1c82dd9143f75340cdd27		2,058.00 0xBUTT	 0.01%
49	0xa478e7a8792b584845cfe27819761e16422154b4		2,058.00 0xBUTT	 0.01%
50	0xea5239342de78e8ec2a14575c326eedad35c5c0f		2,058.00 0xBUTT	 0.01%
51	0xa1ffed6181af71586190156206df271837b216d9		2,058.00 0xBUTT	 0.01%
52	0x048054f6e13bb29c6453a12337999faaf8ebd72f		2,058.00 0xBUTT	 0.01%
53	0xd3092810bfc5cc9393068840450c1dbcd42038ae		2,058.00 0xBUTT	 0.01%
54	0x9bc37ae37bdd9954924efac24d30f79432f5c425		1,960.00 0xBUTT	 0.01%
55	0xd864caa5036f3dc7c774a69fce772db84aaa521d		1,960.00 0xBUTT	 0.01%
56	0x164e094e13ea1ac842500c513d9b82f16004b532		1,960.00 0xBUTT	 0.01%
57	0x8c35610e47844608ef09316caa17eaf0df75a7a9		1,960.00 0xBUTT	 0.01%
58	0xf76310807da172409998a1c200644231d54960bb		1,960.00 0xBUTT	 0.01%
59	0x4019d4a23274254bebb1000bc6c872672f47d7dc		1,960.00 0xBUTT	 0.01%
60	0x88f96b6e4e61247aa4d310756e75d3832ff7fbb4		1,960.00 0xBUTT	 0.01%
61	0x9569792bf8f80fe6f10dde1e9ed70ecc0ffe6f79		1,960.00 0xBUTT	 0.01%
62	0x10fc811a56d4a5040c752ce197c9f2fca0ece301		1,960.00 0xBUTT	 0.01%
63	0x903d6e00b0384447e96fd40ceb21b195efb86b92		1,960.00 0xBUTT	 0.01%
64	0x699f2b4af21f664c17d662e2b666489e58384709		1,960.00 0xBUTT	 0.01%
65	0xf95e765c47575ec8ffbbcec2aeb9e62cd67fdd6c		1,862.00 0xBUTT	 0.01%
66	0x3e771526af80fb8b1ea5be26e638a8f523f677de		1,786.45383499 0xBUTT	 0.01%
67	0xe4c81b6bc77f8fbd3c45a9722bb01f26334facab		1,666.00 0xBUTT	 0.01%
68	0xd4d207e2b753904dd59d75c0756a06a17a09ce53		1,604.85854361 0xBUTT	 0%
69	0xe86ea70f005180bdfc00c53cd60647b75574700f		1,432.68435996 0xBUTT	 0%
70	0x73084e4338a64d73180d039fae40a0e92b105f35		1,363.53420772 0xBUTT	 0%
71	0xda2925850e8ef33df28435b17e67d4348696cb7b		1,251.21263464 0xBUTT	 0%
72	0x456b4ea3f7294a9ffa48e59c55528ea69e516ecb		1,247.76559355 0xBUTT	 0%
73	0xa6cd99c4089f824cadda2b12d33ce43fd93559ec		1,221.26499071 0xBUTT	 0%
74	0x0c8ec38abc608b2c1e2f7ba7bc69a045d33d8d54		1,110.24520299 0xBUTT	 0%
75	0x0e29304fee49a7f3bfb4bd0c0c3d574597dc2bdf		1,088.24290399 0xBUTT	 0%
76	0xc7c0a8f49532aa371decb7cea6e32bdf95429e94		1,078.00 0xBUTT	 0%
77	0x2a6e955819a1f555f3f9b177e8168cc6c985769a		980.00 0xBUTT	 0%
78	0x0472f35c0544e1a8df4fb98d613b5f2951311183		980.00 0xBUTT	 0%
79	0xe55104d2472a8b0cad5a306e0c279472111abb2a		980.00 0xBUTT	 0%
80	0x8d12a197cb00d4747a1fe03395095ce2a5cc6819		865.47735199 0xBUTT	 0%
81	0xa37247300bec6588610a51564cf68158f2deb7b1		855.13044281 0xBUTT	 0%
82	0xf6ba948f5e851868ba563544d3ec39d2018aa88c		799.01235031 0xBUTT	 0%
83	0x7e1be3b129e06c3698aeae21f74ed8495ff688a0		759.63876005 0xBUTT	 0%
84	0x74301c53d79897faafae4c0a5b8519cba847234b		710.03850387 0xBUTT	 0%
85	0x6c0844f2737bb5986e3c95e89ccc2928bac4702a		684.98640658 0xBUTT	 0%
86	0xd6925c970d8f63c1cc490d81ac6a8c4de5bdbaa0		681.68305142 0xBUTT	 0%
87	0x77ff7adfeaf863d0aa891e923e9aba7654149063		676.63347516 0xBUTT	 0%
88	0xee1262668bfca72ca02ef73ed1409c18f0d33926		672.54362963 0xBUTT	 0%
89	0x58d089cb9d224433e94060a33b3fecccc30e4ea6		668.02524573 0xBUTT	 0%
90	0x64cdb2838f271aa8f2222f99badf722fa9345736		637.96178126 0xBUTT	 0%
91	0xf9665b6c3554f14d0fec6f8bf805a7d359ffbc71		612.83819831 0xBUTT	 0%
92	0xa301d8d16cc25e44c89d660c6204b8ecfd0e4568		596.82 0xBUTT	 0%
93	0x4b84de143bad19048f4a515f78e91feebe62168e		587.82958582 0xBUTT	 0%
94	0x3273a01692de7dd2a97eb3655332a96ba9703aa8		587.39693929 0xBUTT	 0%
95	0x1082e1c4a9c9f946ba102667a14f206c0f81e147		584.28494124 0xBUTT	 0%
96	0x5d12224d75f9ae39ccdfa805e1a81dc9d64c865e		582.08876445 0xBUTT	 0%
97	0x2c0922540ab3781e4389034ae2fec8c80a28710a		580.13496971 0xBUTT	 0%
98	0xe49fb0f3fffbaabe61f6a1df1763fb3859e470a2		578.04180964 0xBUTT	 0%
99	0x6ba9b358c854cb65317533f7e9dd4f719c5d0980		577.11321606 0xBUTT	 0%
100	0x459372b0a78c9173a12eb47e3368c14f54fe6909		571.86743137 0xBUTT	 0%
101	0x326a706ca87b439296d3fb4e2c7e9da62d1914bd		567.68193669 0xBUTT	 0%
102	0x8428c8aa4c03366f7791bf70063a5fdc175583e8		567.0462104 0xBUTT	 0%
103	0xcab9685fe97b93859e780b9bffe1d72c16238716		564.89421988 0xBUTT	 0%
104	0x5fa4152a5d284a6cc8ff48173439c44464792170		562.59938857 0xBUTT	 0%
105	0xe7e019f40bf66d0742c7826fb0cbae71788cd07b		562.09552475 0xBUTT	 0%
106	0x5ff4b92eaf5ea5aeda5d5fb14fcc8e74268da3dd		553.47484201 0xBUTT	 0%
107	0x4ec69615bb5c4506c93f65bc991cceb8a640582e		551.54588441 0xBUTT	 0%
108	0x2a0197507398019c56307b2833ca8889954e2d04		547.07698232 0xBUTT	 0%
109	0x2167f2dfea1913bba4a154e334202a9727816e63		545.31081096 0xBUTT	 0%
110	0x49927d792bf55d326362858c14344b40c5748a55		538.60496851 0xBUTT	 0%
111	0xa50efbaeb60fe1e89a6c8652f8e6f3624f297547		529.04154657 0xBUTT	 0%
112	0xdddf55a2cf6117d446d5770dae15fe10120c4de0		525.25233588 0xBUTT	 0%
113	0x25ad6b658fcf1de148564cdfd2ded237ec000771		519.89507155 0xBUTT	 0%
114	0xd634514634c2c2067a295580a08aae63bf4668f6		517.37305214 0xBUTT	 0%
115	0x7a2e3aa4be624a649451de7187e55a681dd3fb01		507.37285099 0xBUTT	 0%
116	0x9440bb53220c5264244b8d02d8df897d4290446e		506.63613603 0xBUTT	 0%
117	0xbd41005a610168f5f15dd25719cd15263f50ccde		500.51951203 0xBUTT	 0%
118	0x2dd9cdbb96a00c7d52ecd7bdf3e3bd6cf510e5d9		495.37520055 0xBUTT	 0%
119	0x84d6caaba8fc6e97774df25a6d6b9647b42c1a61		494.63951681 0xBUTT	 0%
120	0xf10abebe6941fea4a6dddd7c9180aec5939e9884		490.00 0xBUTT	 0%
121	0xfa966fe7c672054bd1a629ff0b4a5971de2edcf9		490.00 0xBUTT	 0%
122	0x71e0083a42196576e29b64a37ce91209b1911c9f		490.00 0xBUTT	 0%
123	0x7d4ba61df007ff68a89281e918cc502ae1a18403		490.00 0xBUTT	 0%
124	0x1866632af5b3f155ad0c1a667422504d794e35f1		489.70986609 0xBUTT	 0%
125	0xe27acf7c0afb7097065cbb7e29a75ba34f4f4a72		489.68002508 0xBUTT	 0%
126	0x96c05bd6b55ab9f377af5a1d3154eb31fc1ffb99		489.27511104 0xBUTT	 0%
127	0x5a47666bd56f706079a12d757566c484ccc7c13b		488.71674449 0xBUTT	 0%
128	0xc60748e5f3c91cc1421fdbf3add24dacc840d64a		487.24428236 0xBUTT	 0%
129	0x5fb04f4434e89892dad30e81e960da19525bf9b3		487.0596928 0xBUTT	 0%
130	0xfcf815e49f30c6e8cc3921be40f35c45217c4972		486.69053222 0xBUTT	 0%
131	0x31e0455c4c2fae9c61ff151ff4229e3be5bfafda		486.01557636 0xBUTT	 0%
132	0x3631b1b499022c4f7a5face43f4e6d3682d98491		484.50714453 0xBUTT	 0%
133	0x498c4b47c627f052783147b70766845db233accb		483.77133774 0xBUTT	 0%
134	0xec36dfc3c5d4b6c432dc7dbbe43375367ec56109		482.38069598 0xBUTT	 0%
135	0x7de6449bb8b0fc4c41e02f8db2814a66a7e6ef9a		481.25124342 0xBUTT	 0%
136	0x5bdb19998fd6a56097551ebec3244401e3dbf842		480.70595204 0xBUTT	 0%
137	0x1ee14fd4f00d7a617dc6d528de62f0fc3b8bfa96		480.33235673 0xBUTT	 0%
138	0x6400586c4d9114346793b5dee5e16c48738fc379		480.28095604 0xBUTT	 0%
139	0x97266b98cc09acec40571d7bf6d4c4afe60a35c7		479.78028257 0xBUTT	 0%
140	0xabacc1dcb9aa8892984a01e80fc88a411d3d1057		479.51272232 0xBUTT	 0%
141	0x1df7dd8f2fb45140c644a976308fe1434735d852		479.42883861 0xBUTT	 0%
142	0xf641789629585309f0c7d27bc452a84b823fd50e		477.9303012 0xBUTT	 0%
143	0xd75f37ac666011fe7434d9f254d9e027cae48af0		476.32690794 0xBUTT	 0%
144	0x0a4e20d4add6ae903689b0831aafa4ff41650228		475.68854795 0xBUTT	 0%
145	0xdff572e27c14d0fa0752a8256d773fb4fb802a83		474.64259399 0xBUTT	 0%
146	0xf864e1c47be24e12500b2d3556a7b2c9946cfe2e		472.59731862 0xBUTT	 0%
147	0xcec14302447ceb9e3c7349fceee11a26c40788f0		472.45932807 0xBUTT	 0%
148	0x535a3411130d91771ae516860495cd721956c128		471.7824741 0xBUTT	 0%
149	0xb11f1829a5aa8de2040c4911f8fb1f8b3c0a4045		471.41482125 0xBUTT	 0%
150	0xb0aa213206e16bbc396423ed49c9e5199e25f590		471.32318618 0xBUTT	 0%
151	0xb1e0e594ad317a07fbe628962ec4157a35ae7cdf		471.18022912 0xBUTT	 0%
152	0x8147be4dcdc5486f1b4c68339d63e8ad2be5e3d2		470.98169047 0xBUTT	 0%
153	0x6f7aba21bae43346bb06ee06d6712436797cf9d9		470.58814115 0xBUTT	 0%
154	0xdeaa35190eba91117270e1c625c3413dd7666627		469.88861083 0xBUTT	 0%
155	0x4c77351900644ae1f026d5fddef94976933fd204		469.54316024 0xBUTT	 0%
156	0x84961d004e2d7d81712db3c08fb75ffdaa6e5e2c		468.82816126 0xBUTT	 0%
157	0x1d4ff8a3eb5c08a987ee36d801d63a6b402be53c		467.95181465 0xBUTT	 0%
158	0x419e0a6c3cbf64d9e9fc96c3428a206135ee161b		467.40282605 0xBUTT	 0%
159	0x29eb03213ddbfe14a455ba5846dd8003649fff16		467.34768305 0xBUTT	 0%
160	0x1f2d010f53ffcbd07c530d4ef01a29847a707c98		467.20820284 0xBUTT	 0%
161	0x5bcb39e0e865d30d3feaa6f5758a02c5b5657f6f		466.64495382 0xBUTT	 0%
162	0xe9f1d8e9e14ef86398d11ee49639104d3d6d8eb8		466.5661127 0xBUTT	 0%
163	0xac0f65f4b10b32856cc80a14d841616be3c0382a		464.47622719 0xBUTT	 0%
164	0x2c85be15487841b807a212d7d286127c8a779d11		463.79104171 0xBUTT	 0%
165	0xc901a17000f2053440b68efa1367903a92515bfe		462.02276497 0xBUTT	 0%
166	0xcc3b880ecfef074b4740634dcd2716b475c0457f		461.84262145 0xBUTT	 0%
167	0x1c9efedbc74545a955b1817abf7632d3315b885c		461.53296065 0xBUTT	 0%
168	0x6ff79c77e4665c5549028a006ccebf7d67c9cea8		461.2193293 0xBUTT	 0%
169	0xb920ee818dd6167c89655fa18f74a8c8d5f06930		460.31448152 0xBUTT	 0%
170	0x213d12759f305e893330c1bc8c642fc49bcf6898		459.63222855 0xBUTT	 0%
171	0x9b174f6b84c400986ace99d8b9d8901046aca540		458.2211199 0xBUTT	 0%
172	0x00543804e1d4491d6c190abb7a2f3072d5f0719a		456.9761426 0xBUTT	 0%
173	0x2c96003e0e1c5d3d3447d1486aaa379070072c1a		456.88921495 0xBUTT	 0%
174	0x1f14e010f22f440c746eea0dc2ee297d69fd4c60		455.74965189 0xBUTT	 0%
175	0x0816d1cf771eb22b5f07ec36e450c62566ec72d1		455.61986156 0xBUTT	 0%
176	0x829d4c463d09b786db8e22cb6fda3a750c621a83		454.67059319 0xBUTT	 0%
177	0x630c68555968074a453678bdc52f2fcfe1eb6464		454.58081933 0xBUTT	 0%
178	0xdc33d4b16572e208562d3446d845464ce6875939		454.05797944 0xBUTT	 0%
179	0x61ee95812a3c24f25231c559a5f987b0479aa4c3		453.70964775 0xBUTT	 0%
180	0x0ba99cae030fe48edf8f277e7a71c48e030f3246		453.49689361 0xBUTT	 0%
181	0x8480768943d7713b93417d83d05bb0b8e571719a		453.09115911 0xBUTT	 0%
182	0x435f18aecca9ded2d2f575bbb18ef00cf920975d		452.90019565 0xBUTT	 0%
183	0xba42bc15f509f6a45a64ca8d7cb5df781a903b79		451.03670374 0xBUTT	 0%
184	0xb95c1be4ec54fbd159dec1d8d48da46e1d803bd4		450.54828061 0xBUTT	 0%
185	0xdf3b744687765119c0bb03ab06e680bf839b5e8f		449.63609691 0xBUTT	 0%
186	0x80a2d702bf5d4cf260bdf06ac5cacd742af6f0dc		448.87396606 0xBUTT	 0%
187	0xbc2d54d695971b3d7986e4075cd79eb126813d1a		447.36013887 0xBUTT	 0%
188	0x016f3e4b543665f94d5eb62f6b4adbc1b86aeae1		447.28417761 0xBUTT	 0%
189	0xa64516390b392372a01a065205091586e0c15f46		447.17749308 0xBUTT	 0%
190	0xfbe3848710782bdcc0916f311a6aeb90d876a62f		446.64473727 0xBUTT	 0%
191	0x92e76f41c530175310dd97d07aac6c6a50914af4		446.11326063 0xBUTT	 0%
192	0x1886bcf14ac2f5fa7b74b5208032899c71b9ed43		444.70705832 0xBUTT	 0%
193	0x56d892fd22793ca268bf4632914e1bae7cb6eb78		444.27990158 0xBUTT	 0%
194	0x38f16e400856c61d28da7da7cb59a1581b29f524		443.79048861 0xBUTT	 0%
195	0xe481a5f233fd486f734e8f68457a6f109337f701		443.17735474 0xBUTT	 0%
196	0x1065bf19c0ad54820fcf060c28c3e98b76078b27		443.09194846 0xBUTT	 0%
197	0x4038ece55f77aeeb0eb45ad969716f28f32574c8		442.93243048 0xBUTT	 0%
198	0xae2ad0fc3d19e2067777f94bec901fed2b35cae5		442.16974762 0xBUTT	 0%
199	0x1fecb62ece9619eb13deb9cbd6c27314a93b9ca5		441.52657499 0xBUTT	 0%
200	0x9688c9c00c3cbb3b1bbb29b044656b7251744c51		441.40585916 0xBUTT	 0%
201	0xa5411d6d95add33a850645466afe3c681bb9ea7f		440.71081443 0xBUTT	 0%
202	0x76aad188f01baac58946e8cf86480da4f8b9d9a1		440.0709798 0xBUTT	 0%
203	0xba7e32d9e86647aad64d61e9f6234a224d965631		439.34764647 0xBUTT	 0%
204	0x1269a84cd369d9c31fda83bbdf14006ceb5d6e44		439.17297917 0xBUTT	 0%
205	0x5c88e3d656aec396aecb579bf4124e3f798b09bb		439.1455187 0xBUTT	 0%
206	0x3324f4af7ee967bfa35a5accba7df13e7c932397		439.00896363 0xBUTT	 0%
207	0xd425620ca7300377e65ee8792de13b3bbc817b00		438.96062789 0xBUTT	 0%
208	0x558e358b405eda834e117e47d4669129c8c2b7ad		437.9102977 0xBUTT	 0%
209	0x212db5dec2ee4a822284362d0ec8b772e965a2e9		437.17258013 0xBUTT	 0%
210	0x0ad15211f1eefcf8a29d4931a7b7799532c5ffa6		436.98881301 0xBUTT	 0%
211	0xfab890518f36737f2921e70a0297479a1e6875ee		436.86891545 0xBUTT	 0%
212	0xf605418be4f0e6fb2addea4f9b939db6effe6922		436.75122742 0xBUTT	 0%
213	0x9159fcbfcb22f00fdf318df4c150a6fdf277bb1a		436.57012374 0xBUTT	 0%
214	0xc82acc8f3791788aa421962bc436adfe59100e64		436.5462571 0xBUTT	 0%
215	0x51d4701043101d0c825b8ac88d99aad082775db0		436.38444616 0xBUTT	 0%
216	0x5aa0d1482e0ad7aac1b27f53728872c045d48797		436.30224847 0xBUTT	 0%
217	0xe25f8f8e400b9b97de8254bdd2b4499bc33b6e18		435.83139026 0xBUTT	 0%
218	0x234dd5bc4504620beb5e9ceb3cf15fff1c9d7b8d		435.37573893 0xBUTT	 0%
219	0xa45f4fa4bc16a658c5d817e74b30a4123242d68a		434.51373782 0xBUTT	 0%
220	0x3b708788bc6666b8025aaa0e1da83cb4ca30a899		434.44099861 0xBUTT	 0%
221	0x31102a29687bca50355aa41d9c8fc95a33b917f7		433.99940517 0xBUTT	 0%
222	0xdf2e165afaa9a2d9a8b3a093a55ef5624e1f6a23		433.30571704 0xBUTT	 0%
223	0x91e8e8510e05315589fcc0ada9a15289b369fa97		432.12212583 0xBUTT	 0%
224	0xdf4dca578259710da352ddc1d22f665fb7986ddc		432.04834646 0xBUTT	 0%
225	0xd8e78cb551113443de041bafd743f9909066cc69		431.98787221 0xBUTT	 0%
226	0xd31209710c7f1d4b15f5b94614606385bd14ab05		431.33953268 0xBUTT	 0%
227	0xa016783968421e2e03136f94180a37f70edd5448		431.25654351 0xBUTT	 0%
228	0x8548e2bf8f5235c49b61c67a2ce99bdf75a56549		430.5837152 0xBUTT	 0%
229	0xf56ef1cbb028cf24d87dd21a483a6e9e5744dfdc		429.68296321 0xBUTT	 0%
230	0x4843f5b2c2df5b67fb67091469dacc5c70132672		429.63430883 0xBUTT	 0%
231	0x9a448f06c9cb012abfcadef185bcedc157417f97		429.07869592 0xBUTT	 0%
232	0x6398e16a26e407f398d371c6032f400da12d8200		428.39826654 0xBUTT	 0%
233	0x59e794b889c65ea9508e6440c3ed9a968a2bd4f0		426.94923619 0xBUTT	 0%
234	0x0624142b3662759f0568a6feac693da56c7a72bf		425.77460307 0xBUTT	 0%
235	0xfde6b3e1b589a4891a411fe713d521a021862536		425.42150428 0xBUTT	 0%
236	0xab17afd2589dd62fbd227d2182a9ba8f8d058b55		425.25725382 0xBUTT	 0%
237	0x5a30a5c6554fdc4b2a23e7f87150a192786b30b2		424.94569517 0xBUTT	 0%
238	0xb0981e2fb1a911d481f038ea39827028f278fc72		424.48710459 0xBUTT	 0%
239	0x6fe081ef334c15dcca9a4cd41362dc1f2a5845e0		423.71881572 0xBUTT	 0%
240	0x5d5f237c157109a05918935eb751e31987847600		421.74800328 0xBUTT	 0%
241	0x07ec6dfd0c38d92f8bb2579d774e55891b1b1f1a		421.59832531 0xBUTT	 0%
242	0x0cad1b23c11cfb69fe578bf6da2ad52f6e24a986		421.49564987 0xBUTT	 0%
243	0x38de1aa24f8224946855ac453c24f97b3d376aa9		421.22583243 0xBUTT	 0%
244	0x875e41db584324bf8939bf1e9979449b15b8e5a4		421.14529664 0xBUTT	 0%
245	0x0775c0818e0675589530968b8054eb48f16e9457		420.80052836 0xBUTT	 0%
246	0x7c688f41a4cd8df0b20afbf8bdb5ff3bb8fa5c98		420.70888053 0xBUTT	 0%
247	0x60e3de65b5745da716f4606525e23084463e79b5		420.49915539 0xBUTT	 0%
248	0x5bb77b3be7ca44109f493bb1747463f160eb9c85		420.18116757 0xBUTT	 0%
249	0xf587da2206717486cba4167e3e5baa6f583888df		420.11991277 0xBUTT	 0%
250	0x64cd80aa86db61d5e0aedbc57c35849e89d4fca0		419.95606002 0xBUTT	 0%
251	0xcf98d78983ee37c30ee42175698236b201e70deb		419.92469284 0xBUTT	 0%
252	0xd1286eb4e0d06ae5abfbfb8ec4297a1718a6b022		419.66975798 0xBUTT	 0%
253	0x4e454267f4aec04ce5479539fa56d055fcb94210		418.996769 0xBUTT	 0%
254	0xbcb3dd1c2882df138708e55dc0bd36db02db87c4		417.99586058 0xBUTT	 0%
255	0xb3ee17765fa0c9f381109ebc5e1cf5559d39385e		417.67942247 0xBUTT	 0%
256	0x04b79e8e6e4b0c3df35b4d93889c4ae73ca262b1		416.80738126 0xBUTT	 0%
257	0x2c66907579601d9deaa2d20e84fd86141693f870		416.6518983 0xBUTT	 0%
258	0x972909284213008102fa0298f3d1c40a322e37bd		416.5191107 0xBUTT	 0%
259	0x9a060fcc250e2d48e759d912a2266afc0b4dc7e8		416.38994186 0xBUTT	 0%
260	0xb0b65bd69c378ecf292da579ed5fecc495c39c47		416.20993052 0xBUTT	 0%
261	0xa4b57357a14a7ca4a9ab7869d824fce639ed7c79		414.92628015 0xBUTT	 0%
262	0xbda83dd3ccdf4e08b6046de3976ad585fc63195d		414.21091513 0xBUTT	 0%
263	0x7a184dd1dd4849560d79335a7ede9c6629450a3f		413.81666084 0xBUTT	 0%
264	0x31923a20faeda19603cc9ff9199492172a2aac7e		413.75807159 0xBUTT	 0%
265	0xc49f36507b33948378f2ff5ad1811bfd5223bff3		412.97878369 0xBUTT	 0%
266	0x39744e45b5d0848f0b5ccc1d3ec771fda050e787		412.76538633 0xBUTT	 0%
267	0x6b7f28a1faa530f20033fb3da66c47dbad7a2714		412.02770531 0xBUTT	 0%
268	0xedff0f945e8b0d00239e0b871abcdc3cd1634450		411.83398708 0xBUTT	 0%
269	0xb3f912fa2ffb1b3652373813dbf276c562e9b45a		411.16990823 0xBUTT	 0%
270	0xbaa22f67fb6cc91587ceeef54ae9c37f0ab11811		410.59761601 0xBUTT	 0%
271	0xecb21edfd4d816fac8ba5440af84eba7c37d17e9		409.73309233 0xBUTT	 0%
272	0x65c81a31430953f051e928c60b4591e3c1bcdc1c		409.45767235 0xBUTT	 0%
273	0x3c21305cf50adeeddb03e1841f3998d4712fe3d7		409.06606648 0xBUTT	 0%
274	0x791f100027f2dea377ddd20596dd92eb6a4b15fe		406.59310667 0xBUTT	 0%
275	0x650e8f4667a047da15db0661c40157c5466f2abd		406.40491356 0xBUTT	 0%
276	0x0860bb2b89ed59b4772766c0d525a2644a58579d		405.679748 0xBUTT	 0%
277	0x35a9304d2fb4b365b341c708551fc06650cdfaa0		405.59711698 0xBUTT	 0%
278	0x27f7f4977c924852c6a033f0ab72d2ae51aa5a93		405.48307583 0xBUTT	 0%
279	0x471645931de704709dbcf7c73cb1536a12f8b81e		405.38628829 0xBUTT	 0%
280	0x589d314242dcd0ee320a0fe7d72914999eee46e1		404.76149582 0xBUTT	 0%
281	0x5f62c2ead477785008c1cfa4935f18eb76ca8939		404.75855743 0xBUTT	 0%
282	0x8884df4861cdad419e3832d5aff3d020c85aa09f		404.72313865 0xBUTT	 0%
283	0x0ec43414bc1e505baecf37772393d0a5d5ec0de9		404.0253942 0xBUTT	 0%
284	0x538db5719c46f454e0ccb12d2913d8430b3ce1b9		403.53433285 0xBUTT	 0%
285	0xc64de2517671ee3fa3a2de651fdc0a7c4497827e		403.48273148 0xBUTT	 0%
286	0xe504dc50234c1cd97619ab418559571347d2d487		403.26957025 0xBUTT	 0%
287	0x8e892b75ed39c26826370dba1de0cfaa911d99ee		403.04519889 0xBUTT	 0%
288	0xa9b6ecef6f93d94173f4254dd3170f99150a8c1d		402.41884076 0xBUTT	 0%
289	0x41cc0244f96b917a299d8a76b3b174a5ffd09abb		402.1254999 0xBUTT	 0%
290	0x32e7370928f11e7255ccf94492df832b4f40325f		401.00137927 0xBUTT	 0%
